"","Object","Ch1.mean","Ch2_d1.mean","Ch3_d1.mean","Ch4_d1.mean","Ch5_d1.mean","Ch6_d1.mean","Ch7_d1.mean","Ch1..pixels","Ch1.sum","Ch1.max","Ch1.SD","Ch1.AR","Ch1.F_min","Ch1.F_max","Ch1.mean_th","Ch1.mean_sq","Ch1_d0.mean","Ch1_d0.sum","Ch1_d0.max","Ch1_d0.SD","Ch1_d0.mean_th","Ch1_d0.mean_sq"
"2073","Normal",34,4,1,0,0,6,0,295,10201,49,5.198435227,1.998421396,2.93116396,5.857700772,36,1296,34,10201,49,31.16380995,36,1156
"27273","Disease A",42,3,0,0,0,1,0,45,1919,59,3.741657387,2.507936714,1.511917652,3.791793787,42,1764,42,1919,59,37.81357781,42,1764
"11601","Normal",42,14,2,0,0,5,0,572,24160,74,10.78768399,1.776467652,5.728318353,10.17617225,54,2916,42,24160,74,40.57021454,54,1764
"22826","Disease A",66,3,3,2,0,24,3,376,25167,121,19.83723664,2.210928975,2.877234366,6.361360826,82,6724,66,25167,121,58.35233227,82,4356
"7409","Normal",34,21,1,0,0,7,0,65,2270,60,6.086555171,1.640732311,2.951927656,4.843323087,38,1444,34,2270,60,32.04348008,38,1156
"25564","Disease A",48,2,2,1,0,7,1,85,4089,81,9.179260511,1.764926428,2.093979435,3.695719646,51,2601,48,4089,81,40.49691346,51,2304
"19815","Disease A",55,2,3,2,0,27,3,28,1559,69,8.485281374,2.18665098,1.51855602,3.32055201,57,3249,55,1559,69,46.4154377,57,3025
"14109","Normal",35,2,1,0,0,1,0,28,984,45,4.105745104,1.309858295,2.914213562,3.817206808,35,1225,35,984,45,28.56508858,35,1225
"28747","Disease A",61,2,1,0,0,1,0,148,9128,99,15.33720084,2.413144706,2.268177091,5.473439538,69,4761,61,9128,99,55.90586925,69,3721
"24309","Disease A",43,3,2,1,0,17,2,35,1510,52,3.224903099,2.687555447,0.790790558,2.125293472,43,1849,43,1510,52,36.07967374,43,1849
"2965","Normal",43,45,10,1,0,4,0,429,18703,100,13.44937846,1.570549718,4.902927414,7.700291266,52,2704,43,18703,100,41.67649301,52,1849
"6973","Normal",42,7,1,0,0,11,1,364,15500,68,9.456958599,1.581560682,4.259988485,6.737430295,50,2500,42,15500,68,40.23833528,50,1764
"25113","Disease A",54,4,4,2,0,29,4,125,6813,93,12.13490832,1.503352487,3.421638669,5.143929002,60,3600,54,6813,93,48.54696695,60,2916
"23042","Disease A",48,3,3,1,0,14,2,49,2364,65,6.827316083,1.750766928,1.384749016,2.42437278,51,2601,48,2364,65,40.25581464,51,2304
"8587","Normal",40,1,8,0,0,1,0,149,6017,60,8.023455548,1.41475933,3.53800341,5.005423333,45,2025,40,6017,60,37.90291377,45,1600
"10859","Normal",38,19,2,0,0,10,0,103,3957,58,8.388040492,1.527375242,3.954425054,6.039890924,42,1764,38,3957,58,35.83565508,42,1444
"18104","Disease A",60,3,8,4,0,59,10,186,11209,118,19.282841,1.876665799,2.200656828,4.129897403,65,4225,60,11209,118,53.41207225,65,3600
"27324","Disease A",50,2,1,0,0,7,1,46,2326,67,7.69952003,1.762712662,1.569035594,2.765758908,53,2809,50,2326,67,43.27289542,53,2500
"2882","Normal",35,5,2,0,0,2,0,443,15936,52,5.605141142,1.58216735,3.921542932,6.204537189,38,1444,35,15936,52,32.80453776,38,1225
"12413","Normal",35,6,1,0,0,2,0,709,25200,55,5.829379411,1.697784461,4.920572898,8.354072203,41,1681,35,25200,55,32.81647476,41,1225
"25664","Disease A",52,4,6,2,0,33,5,70,3692,77,10.26784161,2.660032874,1.666666667,4.433388123,56,3136,52,3692,77,46.02794182,56,2704
"1302","Normal",45,10,1,0,0,2,0,217,9908,104,16.28914993,1.900131248,3.990334805,7.582159853,60,3600,45,9908,104,41.06771973,60,2025
"23075","Disease A",61,3,3,1,0,20,3,346,21279,118,17.4816171,2.049764488,2.609103726,5.348048163,69,4761,61,21279,118,60.93794816,69,3721
"6697","Normal",47,5,1,0,0,3,0,280,13174,68,10.69946594,1.939040902,2.923076923,5.667965713,55,3025,47,13174,68,40.35423504,55,2209
"16262","Disease A",68,4,3,1,1,2,0,773,52774,141,23.83307626,1.70960399,6.12350285,10.46876491,98,9604,68,52774,141,66.45453854,98,4624
"9176","Normal",32,3,1,0,0,9,0,107,3506,44,3.994154607,1.597818645,2.267766953,3.623480319,33,1089,32,3506,44,30.43132302,33,1024
"3112","Normal",40,12,2,0,0,2,0,868,35247,74,10.07277665,1.672931983,4.302555784,7.19788318,48,2304,40,35247,74,36.63665159,48,1600
"28193","Disease A",44,2,1,1,0,7,1,32,1411,53,3.665719575,1.866990306,1.131644787,2.112769848,44,1936,44,1411,53,35.52287995,44,1936
"6208","Normal",35,3,1,0,0,4,0,181,6422,47,5.507403355,1.308110894,3.709708691,4.852710351,38,1444,35,6422,47,33.23140031,38,1225
"23698","Disease A",48,1,1,0,0,9,1,49,2397,62,5.855400438,2.20648892,1.219361987,2.690508713,51,2601,48,2397,62,43.25977535,51,2304
"2245","Normal",43,11,2,0,0,5,0,744,32013,82,10.84060963,2.37980571,7.416702963,17.65031206,56,3136,43,32013,82,39.90102001,56,1849
"17193","Disease A",54,4,2,1,1,4,0,91,4978,84,11.90899558,2.520646211,3.413424539,8.60403563,64,4096,54,4978,84,47.20739838,64,2916
"5471","Normal",41,17,2,0,0,6,0,328,13486,70,10.08923599,1.442336409,5.790727973,8.352177787,52,2704,41,13486,70,37.80219699,52,1681
"21463","Disease A",51,4,1,0,1,3,0,31,1590,70,9.067844642,1.622813989,2.228267695,3.616063988,54,2916,51,1590,70,41.55602514,54,2601
"20949","Disease A",60,3,1,0,0,2,0,27,1631,86,12.52552949,1.632645351,1.282842712,2.094427191,66,4356,60,1631,86,47.46109518,66,3600
"17353","Disease A",64,5,2,1,0,10,1,609,39206,128,18.59312866,1.748440953,4.481531078,7.835692471,85,7225,64,39206,128,60.18815599,85,4096
"11229","Normal",36,3,1,0,0,4,0,289,10539,53,7.112054195,1.68505716,3.155442531,5.317101031,38,1444,36,10539,53,33.51594157,38,1296
"19192","Disease A",56,4,4,1,2,3,0,45,2551,92,12.66578944,1.943523601,3.5,6.802332605,64,4096,56,2551,92,48.89080804,64,3136
"24065","Disease A",68,4,1,1,1,1,0,224,15379,133,22.00720255,2.210082327,3.363801025,7.434277196,90,8100,68,15379,133,60.57341325,90,4624
"20667","Disease A",73,4,4,1,2,2,0,87,6366,129,22.55899036,1.762754916,5.599492721,9.870533319,112,12544,73,6366,129,68.1845872,112,5329
"9761","Normal",53,9,1,0,0,3,0,156,8374,87,17.29606447,1.852506397,2.751275714,5.096755861,67,4489,53,8374,87,47.37757503,67,2809
"14423","Normal",35,2,2,0,0,3,0,121,4236,45,3.940675782,1.495315672,3.029229635,4.529654547,36,1296,35,4236,45,31.49839298,36,1225
"9610","Normal",41,8,3,0,0,4,0,428,17857,70,11.02810767,1.532126298,3.649411998,5.591360095,48,2304,41,17857,70,40.52632697,48,1681
"14569","Normal",31,5,1,0,0,5,0,79,2461,38,2.543295978,2.280741137,1.917407002,4.373109025,31,961,31,2461,38,28.16092993,31,961
"24372","Disease A",61,4,1,1,1,1,0,295,18005,121,18.83064578,1.919336529,2.983990533,5.727282033,77,5929,61,18005,121,60.62532893,77,3721
"3746","Normal",37,5,3,0,0,6,0,323,11970,61,7.687592029,1.667985066,4.571439224,7.625092354,39,1521,37,11970,61,36.17843635,39,1369
"4230","Normal",45,4,7,0,0,6,0,64,2890,66,11.83215957,1.786163612,2.5,4.465409029,52,2704,45,2890,66,38.80781977,52,2025
"28097","Disease A",52,4,2,1,1,3,0,84,4428,89,11.62560802,1.853149639,1.528736939,2.832978306,55,3025,52,4428,89,45.07097577,55,2704
"14716","Normal",32,3,2,0,0,2,0,153,5018,46,3.955636336,1.977535767,3.143719096,6.216816955,33,1089,32,5018,46,31.96444103,33,1024
"2303","Normal",42,8,2,0,0,6,0,325,13806,78,12.01409429,2.211259779,4.296931346,9.50163146,51,2601,42,13806,78,41.53174875,51,1764
"276","Normal",41,5,10,1,0,4,0,616,25558,90,11.15984802,1.510985372,5.231788076,7.90515525,48,2304,41,25558,90,40.04571252,48,1681
"3890","Normal",40,11,2,0,0,4,0,55,2232,61,9.592610793,1.795026551,1.50189003,2.695932481,46,2116,40,2232,61,31.21159458,46,1600
"16630","Disease A",64,3,8,3,0,50,8,239,15383,118,19.51868539,2.610333446,2.872942095,7.49933684,74,5476,64,15383,118,57.79776458,74,4096
"7827","Normal",41,2,1,0,0,2,0,816,34132,67,9.453575939,1.678701825,6.466488507,10.85530606,52,2704,41,34132,67,38.17007541,52,1681
"2313","Normal",36,10,5,0,0,6,0,93,3371,61,8.851219465,2.418271062,2.282842712,5.52053247,38,1444,36,3371,61,33.17678292,38,1296
"27350","Disease A",55,3,1,0,1,1,0,167,9269,98,13.85078739,2.041509294,2.795802732,5.707657262,68,4624,55,9269,98,52.48758051,68,3025
"16973","Disease A",57,3,9,2,3,1,0,30,1719,94,15.77022511,1.58943851,2,3.178877019,73,5329,57,1719,94,46.21796188,73,3249
"22497","Disease A",59,4,2,1,0,6,1,681,40785,135,17.46412307,1.643664345,4.598274523,7.558019883,76,5776,59,40785,135,55.2732765,76,3481
"18493","Disease A",46,3,3,2,0,24,3,34,1572,63,6.806139097,1.604370944,0.963388348,1.545632273,47,2209,46,1572,63,36.62047001,47,2116
"10097","Normal",33,2,1,0,0,3,0,189,6249,47,4.32905772,1.448525524,2.886212546,4.180752541,33,1089,33,6249,47,30.93746894,33,1089
"14646","Normal",47,3,1,0,0,9,0,471,22378,90,14.90999181,2.225841817,4.069573289,9.058226403,58,3364,47,22378,90,44.6265704,58,2209
"19219","Disease A",61,2,6,3,0,49,9,142,8687,92,14.16800601,1.881621833,1.968836379,3.704605516,71,5041,61,8687,92,52.13808859,71,3721
"8431","Normal",40,10,2,0,0,13,1,223,9074,67,9.37533258,1.254960222,4.877447946,6.121003156,46,2116,40,9074,67,36.59663784,46,1600
"10268","Normal",45,6,1,0,0,5,0,195,8808,59,8.794520439,1.374433736,4.612944922,6.340187124,48,2304,45,8808,59,39.21825844,48,2025
"5189","Normal",38,3,2,0,0,11,0,424,16194,58,7.025391952,1.424089516,5.525591856,7.868937431,43,1849,38,16194,58,36.58396906,43,1444
"10804","Normal",38,11,11,1,0,3,0,170,6582,61,7.125348289,1.248962198,4.393993505,5.487931788,41,1681,38,6582,61,35.89560025,41,1444
"13131","Normal",40,37,1,0,0,8,0,244,9784,62,9.409621863,1.781178316,3.975823608,7.081650801,50,2500,40,9784,62,36.99507056,50,1600
"7075","Normal",38,3,20,3,0,8,0,220,8548,58,7.793353812,1.604348988,4.747546896,7.616722057,45,2025,38,8548,58,34.73182978,45,1444
"16356","Disease A",52,3,0,0,0,1,0,110,5752,94,10.76357494,2.88175587,1.985420426,5.721496968,57,3249,52,5752,94,48.65219793,57,2704
"20970","Disease A",54,4,2,1,1,3,0,30,1626,74,8.759756465,1.798143217,2.5,4.495358041,55,3025,54,1626,74,48.06766065,55,2916
"6228","Normal",37,5,3,0,0,8,0,709,26777,54,6.73768008,1.70381202,5.275897378,8.989137371,41,1681,37,26777,54,35.54067576,41,1369
"29220","Disease A",45,3,1,0,1,1,0,25,1130,61,5.07937004,1.976880779,1.561601028,3.087099058,46,2116,45,1130,61,41.39130343,46,2025
"18688","Disease A",58,4,8,2,3,3,0,925,54106,113,16.24222059,1.876534016,3.494460223,6.557473477,67,4489,58,54106,113,54.5246287,67,3364
"26574","Disease A",62,5,3,1,0,15,2,140,8694,125,20.04530583,2.470595786,1.689167419,4.173249906,69,4761,62,8694,125,56.07342126,69,3844
"21160","Disease A",75,3,0,0,0,1,0,107,8047,144,28.54820485,1.733845823,3.2,5.548306634,104,10816,75,8047,144,62.68158668,104,5625
"6364","Normal",31,2,1,0,0,6,0,112,3508,41,2.531938839,1.351202425,3.777315931,5.103918447,31,961,31,3508,41,29.09390584,31,961
"25318","Disease A",51,3,1,1,0,12,1,144,7372,102,12.63922466,2.537620383,1.395309283,3.540765276,53,2809,51,7372,102,44.32432553,53,2601
